"Path","Size","Modified","Algorithm","Checksum"
"\doc\FAQ\html\pkg-basics.en.html","37524","11/23/2021 10:01:38 PM","SHA256","736df96913d1270199a80a25cdf27c9bb1d340c4210f91e4204e32d40f75dd56"
"\doc\FAQ\html\pkgtools.en.html","29331","11/23/2021 10:01:38 PM","SHA256","5d2f6d576621600d09591d88e96bdc6e994e47c32b1d1ac49154923a279ebe85"
"\doc\FAQ\html\redistributing.en.html","6974","11/23/2021 10:01:39 PM","SHA256","848f41003dcdf65c5f9d6d48ad8cfd7a64432d2b1b346ee8a992ae6d3f3b5ed0"
"\doc\FAQ\html\software.en.html","19055","11/23/2021 10:01:38 PM","SHA256","8537fc3eaefa67a3d42d22509d18be4a9a7b051d4a0799aa2ef6834cfe557ee5"
"\doc\FAQ\html\support.en.html","18554","11/23/2021 10:01:39 PM","SHA256","729fd5eb5b3f6d497a567ff13dfde83cc37fde795009159e8804eaa4faa2cb18"
"\doc\FAQ\html\uptodate.en.html","14522","11/23/2021 10:01:38 PM","SHA256","939d5e69781cc2718aedb2ba0fb8662cb4d41db2845fafde833ace90f99aa1ef"
"\doc\mailing-lists.txt","74083","7/19/2025 3:36:22 PM","SHA256","5d3011daeba8f495c1ebf615735923502f51928e1892df6fe3cbcedb0dc7c952"
"\doc\social-contract.txt","6874","8/28/2016 3:37:30 PM","SHA256","6548a540967908fb113ca3c594eb341d369c8ed85f8fc68610099ded8c616559"
"\doc\source-unpack.txt","2592","12/24/2013 10:13:14 AM","SHA256","ba79cb1d208760cd07df8464a79d7ec86a161d02f55485f57fe4692c5c4e71d0"
"\EFI\boot\bootx64.efi","957136","5/16/2026 10:11:06 AM","SHA256","10b44fae69b1e2bb92484095ad0d140a66f8d8bcc960edbc46abb1a68f65fc26"
"\EFI\boot\grubx64.efi","2684352","5/16/2026 10:11:06 AM","SHA256","425ffb5b84e8738084815d9df4a33c0e5f64409c7aadeb3dd3bcf60357551c5a"
"\EFI\debian\grub.cfg","141","5/16/2026 10:11:06 AM","SHA256","0e26a07ec6fcb5b69150b013355202bb8825d9b0409a7dc9349b7108c63138dc"
"\firmware\amd64-microcode_3.20250311.1_amd64.deb","277532","3/24/2025 2:51:50 AM","SHA256","75e0acd561969e0ec23ae4063ba7b87443f0312b66f59adf04212bcb0588e96d"
"\firmware\atmel-firmware_1.3-7.1_all.deb","146648","6/9/2024 3:22:52 PM","SHA256","afcde0b5ec41b6c55293a1b3b50bb1c0b4db4676be59334a974908023148e846"
"\firmware\bluez-firmware_1.2-13_all.deb","189732","2/15/2025 1:46:48 PM","SHA256","4dba886ff82067c814f81ec9d675aa0631b497ca8e7d7985694bac6cfe61e825"
"\firmware\Contents-firmware","549913","5/16/2026 10:12:00 AM","SHA256","2aeb0cb96c4419096c72884082e19f333795482ed8b5e17a467fc7bc382387f7"
"\firmware\dahdi-firmware-nonfree_2.11.1.0.20170917-3_all.deb","732612","1/10/2025 7:52:32 AM","SHA256","457faf60eaf089c22239aa84d9be361772c871fa50db869b577e54877b2a4585"
"\firmware\dep11\bluez-firmware.component","17","5/16/2026 10:11:41 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\bluez-firmware.patterns","22","5/16/2026 10:11:41 AM","SHA256","dfe162edefa8547714da1d28b9653f333c677f38dc183c36f9bcf6ce1410b034"
"\firmware\dep11\dahdi-firmware-nonfree.component","17","5/16/2026 10:11:42 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\dahdi-firmware-nonfree.patterns","46","5/16/2026 10:11:42 AM","SHA256","dc229bfadabf59ef9b815e3f4edd6de7880f7fdc54a0a76ba877edefcf212de3"
"\firmware\dep11\firmware-amd-graphics.component","17","5/16/2026 10:11:43 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-amd-graphics.patterns","37652","5/16/2026 10:11:43 AM","SHA256","b21c5b92228b777652bd8eed136f0dead63ddd14bd361f49c84ef943182f776e"
"\firmware\dep11\firmware-ath9k-htc.component","4","5/16/2026 10:11:37 AM","SHA256","0d6e4079e36703ebd37c00722f5891d28b0e2811dc114b129215123adcce3605"
"\firmware\dep11\firmware-ath9k-htc.patterns","540","5/16/2026 10:11:37 AM","SHA256","51adf604a08de296800f60c9e39be08defe1d8afe3a2b86cbe26869bc27586c1"
"\firmware\dep11\firmware-atheros.component","17","5/16/2026 10:11:44 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-atheros.patterns","6752","5/16/2026 10:11:44 AM","SHA256","e1552d4b664f73f6e41c74e4043b620cd173a5e9c65d6bb69c21036e72d162f1"
"\firmware\dep11\firmware-b43-installer.component","7","5/16/2026 10:11:40 AM","SHA256","fc1e87ada6cfa1335e3062451e7ac9d13f17482c4660989eeee7d5ec75a620d6"
"\firmware\dep11\firmware-b43-installer.patterns","431","5/16/2026 10:11:40 AM","SHA256","be63daa26959a217890446ca8bff88d0c4b438556d8c9657d59b7a15ff583ce6"
"\firmware\dep11\firmware-b43legacy-installer.component","7","5/16/2026 10:11:40 AM","SHA256","fc1e87ada6cfa1335e3062451e7ac9d13f17482c4660989eeee7d5ec75a620d6"
"\firmware\dep11\firmware-b43legacy-installer.patterns","145","5/16/2026 10:11:40 AM","SHA256","ab14609919f5d5759f7f9c9bbdc4809033bf8f789b10624d74ee9c4695338d50"
"\firmware\dep11\firmware-bnx2.component","17","5/16/2026 10:11:45 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-bnx2.patterns","520","5/16/2026 10:11:45 AM","SHA256","cf08ef59e58eb132d4a3708121f70621a3bbe5a1c1054e0cf861aabc2367cea8"
"\firmware\dep11\firmware-bnx2x.component","17","5/16/2026 10:11:46 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-bnx2x.patterns","1056","5/16/2026 10:11:45 AM","SHA256","20348b5b5c4129cf51395f642891d7464a4192dcba5bc2ba5f071989db083cd9"
"\firmware\dep11\firmware-brcm80211.component","17","5/16/2026 10:11:46 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-brcm80211.patterns","2275","5/16/2026 10:11:46 AM","SHA256","0424d001b8dd08062add8cf8b5f021a5efb380a98a22ea220bc6c6a7b3494b31"
"\firmware\dep11\firmware-carl9170.component","4","5/16/2026 10:11:36 AM","SHA256","0d6e4079e36703ebd37c00722f5891d28b0e2811dc114b129215123adcce3605"
"\firmware\dep11\firmware-carl9170.patterns","1400","5/16/2026 10:11:36 AM","SHA256","da0729fc8168e96ad973d3e8be5553d130f97e33430a9592ea29af101d0dbe16"
"\firmware\dep11\firmware-cavium.component","17","5/16/2026 10:11:47 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-cavium.patterns","176","5/16/2026 10:11:47 AM","SHA256","9d8c8f96e125185e583e9eb22f68bb630386ae12a1e7963d14b0552ffef7dd72"
"\firmware\dep11\firmware-intel-graphics.component","17","5/16/2026 10:11:48 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-intel-graphics.patterns","16468","5/16/2026 10:11:48 AM","SHA256","2b1a25fc949098ab74cd8ffc520d28e52ad3a6fc082c07c562d6ae5dc73d012c"
"\firmware\dep11\firmware-intel-misc.component","17","5/16/2026 10:11:49 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
"\firmware\dep11\firmware-intel-misc.patterns","4991","5/16/2026 10:11:49 AM","SHA256","5658d08a374043ba00c8ee0d4977688558ee4ce6278e9803425ac4db0730964d"
"\firmware\dep11\firmware-ipw2x00.component","17","5/16/2026 10:11:50 AM","SHA256","ebba8e70bd1e399795fa2e5bbcb26d799862100e59710c00a6f4f9cd2fca4b8d"
